seed,other
5749,0.0481368633560935
1681,0.0847488951614855
7711,0.0645827059667768
3705,0.0810970483148651
3085,0.0103593315370056
9143,0.0587253538816714
5582,0.0416574609740124
1050,0.0318235072029951
237,0.101403274164122
415,0.024029782792493
8180,0.0698440993158767
9251,0.000421885612027439
9147,0.0523705487196906
488,0.0159381609264539
2595,0.0386756286463567
944,0.0198835246680009
2213,0.0741537959206206
468,0.0448196661945297
6550,0.0519665107577604
3514,0.0236785296400031
5022,0.0506503149720223
7298,0.0302018763555999
7013,-0.00545396301810427
473,0.0227571890089963
7479,0.0373723612108068
2642,0.0822576481600101
620,0.0794455509317929
4807,0.030003189036181
3514,0.0236785296400031
5022,0.0506503149720223
231,0.0648128948431647
106,-0.0171678480305422
1050,0.0318235072029951
237,0.101403274164122
415,0.024029782792493
7711,0.0645827059667768
3705,0.0810970483148651
3085,0.0103593315370056
9143,0.0587253538816714
5582,0.0416574609740124
4053,0.0485889986985168
9594,0.11018664598022
4429,0.0452796961163544
5443,0.0514623074444145
7169,0.0496950821737515
6348,-0.012216750059728
7298,0.0302018763555999
7013,-0.00545396301810427
473,0.0227571890089963
7013,-0.00545396301810427
473,0.0227571890089963
7479,0.0373723612108068
2642,0.0822576481600101
620,0.0794455509317929
4807,0.030003189036181
6700,0.092163770973119
8180,0.0698440993158767
9251,0.000421885612027439
9147,0.0523705487196906
488,0.0159381609264539
2959,0.014392318160501
2599,0.0362093735643699
4429,0.0452796961163544
5443,0.0514623074444145
7169,0.0496950821737515
6348,-0.012216750059728
7298,0.0302018763555999
7013,-0.00545396301810427
473,0.0227571890089963
7479,0.0373723612108068
2642,0.0822576481600101
620,0.0794455509317929
4807,0.030003189036181
6700,0.092163770973119
5749,0.0481368633560935
1681,0.0847488951614855
7711,0.0645827059667768
3705,0.0810970483148651
3085,0.0103593315370056
9143,0.0587253538816714
5582,0.0416574609740124
4053,0.0485889986985168
9594,0.11018664598022
7246,0.0691142462824643
4954,0.0265232155807393
2595,0.0386756286463567
944,0.0198835246680009
2213,0.0741537959206206
468,0.0448196661945297
6550,0.0519665107577604
3514,0.0236785296400031
5022,0.0506503149720223
231,0.0648128948431647
106,-0.0171678480305422
1050,0.0318235072029951
237,0.101403274164122
415,0.024029782792493
8180,0.0698440993158767
9251,0.000421885612027439
9147,0.0523705487196906
488,0.0159381609264539
2959,0.014392318160501
2599,0.0362093735643699
4429,0.0452796961163544
5443,0.0514623074444145
7169,0.0496950821737515
6348,-0.012216750059728
7298,0.0302018763555999
7013,-0.00545396301810427
473,0.0227571890089963
7479,0.0373723612108068
2642,0.0822576481600101
620,0.0794455509317929
4807,0.030003189036181
6700,0.092163770973119
7711,0.0645827059667768
3705,0.0810970483148651
3085,0.0103593315370056
9143,0.0587253538816714
5582,0.0416574609740124
4053,0.0485889986985168
9594,0.11018664598022
7246,0.0691142462824643
4954,0.0265232155807393
2595,0.0386756286463567
944,0.0198835246680009
2213,0.0741537959206206
468,0.0448196661945297
6550,0.0519665107577604
3514,0.0236785296400031
5022,0.0506503149720223
231,0.0648128948431647
106,-0.0171678480305422
1050,0.0318235072029951
237,0.101403274164122
415,0.024029782792493
8180,0.0698440993158767
9251,0.000421885612027439
9147,0.0523705487196906
488,0.0159381609264539
2959,0.014392318160501
2599,0.0362093735643699
4429,0.0452796961163544
5443,0.0514623074444145
7169,0.0496950821737515
6348,-0.012216750059728
7298,0.0302018763555999
7013,-0.00545396301810427
473,0.0227571890089963
7479,0.0373723612108068
2642,0.0822576481600101
620,0.0794455509317929
4807,0.030003189036181
6700,0.092163770973119
5749,0.0481368633560935
1681,0.0847488951614855
7711,0.0645827059667768
3705,0.0810970483148651
3085,0.0103593315370056
9143,0.0587253538816714
5582,0.0416574609740124
4053,0.0485889986985168
9594,0.11018664598022
7246,0.0691142462824643
4954,0.0265232155807393
